region,clan,transect,distance,burn_state,date,time_start,time_end,baboon,buffalo,bushbuck,eland,elephant,giraffe,grants,hartebeest,hippo,impala,oribi,ostrich,reedbuck,thomsons,topi,warthog,waterbuck,wildebeest,zebra,other,banded_mongoose,bb_jackal,be_fox,cheetah,lion,spotted_hyena,ss_jackal,cow,shoat,carcass,comments
Conservancy,serena.n,RSP,3.22,Never,2/24/2013,4/28/2020 8:33,4/28/2020 8:56,0,0,0,0,0,0,0,0,0,7,0,5,0,24,10,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,2/24/2013,4/28/2020 7:51,4/28/2020 8:14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WLOW,4,Never,2/24/2013,4/28/2020 8:24,4/28/2020 8:43,0,0,0,0,0,0,6,0,0,0,0,0,0,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,3/2/2013,4/28/2020 7:47,4/28/2020 7:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,3/2/2013,4/28/2020 7:37,4/28/2020 7:42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,3/3/2013,4/28/2020 7:56,4/28/2020 8:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,3/3/2013,4/28/2020 7:13,4/28/2020 7:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,warthog in unburned area
Conservancy,serena.n,North,3,Never,3/4/2013,4/28/2020 7:50,4/28/2020 7:58,0,0,0,0,0,0,0,0,0,14,0,0,0,1,7,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,3/4/2013,4/28/2020 7:41,4/28/2020 8:01,0,0,0,0,0,0,0,0,0,6,0,0,0,44,15,13,0,0,0,0,17,0,0,0,0,1,0,0,0,0,I paused this prey census from 07:42-07:48 in order to ID a hyena.
Narok,mara.river,R2,4,Never,3/4/2013,4/28/2020 8:04,4/28/2020 8:11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"""The 8 """"other"""" are people (balloon crew)."""
Conservancy,serena.n,RSP,3.22,Never,3/4/2013,4/28/2020 8:29,4/28/2020 8:42,0,0,0,0,0,0,0,0,0,3,0,0,0,34,11,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,3/6/2013,4/28/2020 7:58,4/28/2020 8:19,0,3,0,0,0,0,22,4,0,0,0,2,0,47,107,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,3/6/2013,4/28/2020 8:28,4/28/2020 8:42,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,3/7/2013,4/28/2020 7:54,4/28/2020 8:08,0,0,0,0,0,0,0,0,0,5,0,0,0,49,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,3/16/2013,4/28/2020 7:53,4/28/2020 8:15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Transect paused from 0802-0809 for location and ID photos for lions.
Conservancy,serena.s,S2,1.47,Never,3/16/2013,4/28/2020 7:43,4/28/2020 7:48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,3/17/2013,4/28/2020 7:57,4/28/2020 8:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,3/17/2013,4/28/2020 8:25,4/28/2020 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,3/19/2013,4/28/2020 8:31,4/28/2020 8:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,3/19/2013,4/28/2020 8:05,4/28/2020 8:16,0,1,0,0,0,0,0,0,0,72,0,0,0,127,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,3/21/2013,4/28/2020 7:10,4/28/2020 7:24,0,0,0,0,0,0,2,0,0,5,0,0,0,43,77,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,3/22/2013,4/28/2020 8:26,4/28/2020 8:39,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,3/22/2013,4/28/2020 8:03,4/28/2020 8:16,0,0,0,0,0,0,0,0,0,0,0,0,0,31,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,4/4/2013,4/28/2020 7:21,4/28/2020 7:38,0,0,0,0,0,0,0,0,0,3,0,0,0,54,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,4/14/2013,4/28/2020 7:09,4/28/2020 7:16,0,0,0,0,0,0,0,0,0,7,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,4/15/2013,4/28/2020 7:01,4/28/2020 7:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,4/15/2013,4/28/2020 7:24,4/28/2020 7:51,0,5,0,0,0,0,0,0,0,1,0,0,0,32,9,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,4/15/2013,4/28/2020 7:38,4/28/2020 8:05,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,4/15/2013,4/28/2020 8:14,4/28/2020 8:33,0,0,0,0,0,0,0,0,0,0,0,0,0,149,8,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,4/17/2013,4/28/2020 7:17,4/28/2020 7:25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,4/17/2013,4/28/2020 7:30,4/28/2020 8:01,0,0,0,0,0,0,0,0,0,13,0,0,0,15,10,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,4/17/2013,4/28/2020 7:38,4/28/2020 7:54,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,4/17/2013,4/28/2020 8:04,4/28/2020 8:21,0,0,0,0,0,0,0,0,0,0,0,0,0,142,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,4/24/2013,4/28/2020 7:12,4/28/2020 7:17,0,0,0,0,8,0,0,0,0,0,0,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,4/24/2013,4/28/2020 7:38,4/28/2020 7:54,0,1,0,0,0,0,0,0,0,52,0,0,0,241,40,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,
Conservancy,serena.n,North,3,Never,4/26/2013,4/28/2020 7:38,4/28/2020 7:50,49,15,0,0,1,0,0,0,0,52,0,0,0,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,This transect was not done during the first half of April b/c we could not cross the lugga.
Conservancy,serena.n,RSP,3.22,Never,4/26/2013,4/28/2020 8:27,4/28/2020 8:36,0,6,0,0,0,0,0,0,0,23,0,0,0,65,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This transect was not done during the first half of  April b/c of wet tracks.
Narok,talek.w,WHIGH,4,Never,5/4/2013,4/28/2020 7:11,4/28/2020 7:25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,5/4/2013,4/28/2020 7:56,4/28/2020 8:15,0,0,0,0,0,0,0,17,0,0,0,3,0,159,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,5/5/2013,4/28/2020 7:35,4/28/2020 7:54,0,2,0,0,0,0,3,0,0,34,0,0,0,190,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,5/7/2013,4/28/2020 7:13,4/28/2020 7:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""We believe that these prey censuses are in CEK's notes on his computer, which crashed. He is currently in the process of trying to recover the information so it will be returned as quickly as possible if possible."""
Narok,mara.river,R2,4,Never,5/7/2013,4/28/2020 7:23,4/28/2020 7:34,0,0,0,0,0,0,0,0,0,42,0,0,0,13,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,5/9/2013,4/28/2020 7:01,4/28/2020 7:37,0,20,0,0,3,0,0,0,0,111,0,0,0,2,5,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,Other: 2 black rhinos.  Transect was paused from 07:10 to 07:33 due to the elephants and rhino being in the road.
Conservancy,serena.s,S2,1.47,Never,5/12/2013,4/28/2020 8:08,4/28/2020 8:16,0,2,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,5/15/2013,4/28/2020 8:19,4/28/2020 8:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This transect was not done during the second half of april due to wetness.
Conservancy,serena.n,RSP,3.22,Never,5/15/2013,4/28/2020 8:52,4/28/2020 9:01,0,2,0,0,0,0,0,0,0,0,0,0,0,10,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Began transect 373m from the start and ended at RSP 4 due to wetness.
Conservancy,serena.s,S1,3.41,Never,5/15/2013,4/28/2020 7:36,4/28/2020 7:58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This transect was not done during the second half of april due to wetness.
Narok,mara.river,R1,4,Never,5/16/2013,4/28/2020 8:00,4/28/2020 8:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,mara.river,R2,4,Never,5/16/2013,4/28/2020 7:36,4/28/2020 7:54,0,4,0,0,0,0,0,0,0,3,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,5/17/2013,4/28/2020 7:51,4/28/2020 7:59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,5/18/2013,4/28/2020 8:15,4/28/2020 8:30,0,0,0,0,0,0,0,0,0,100,0,4,0,6,49,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,Other: 1 black rhino.; Other: 1 black rhino. 
Narok,talek.w,WHIGH,4,Never,5/18/2013,4/28/2020 8:07,4/28/2020 8:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,5/18/2013,4/28/2020 8:30,4/28/2020 8:45,0,0,0,0,0,0,12,11,0,4,0,0,0,230,349,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,5/19/2013,4/28/2020 7:24,4/28/2020 7:40,0,0,0,0,0,0,4,0,0,42,0,0,0,188,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,5/20/2013,4/28/2020 7:50,4/28/2020 7:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,5/20/2013,4/28/2020 7:16,4/28/2020 7:32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,5/20/2013,4/28/2020 8:25,4/28/2020 8:48,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,5/21/2013,4/28/2020 8:17,4/28/2020 8:24,0,1,0,8,0,16,0,0,0,59,0,0,0,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,6/2/2013,4/28/2020 7:41,4/28/2020 8:00,0,1,0,0,0,0,0,0,0,37,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,6/2/2013,4/28/2020 8:19,4/28/2020 8:34,0,2,0,0,0,0,0,0,0,16,0,0,0,2,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,6/2/2013,4/28/2020 7:37,4/28/2020 7:54,0,0,0,0,0,0,3,0,0,12,0,0,0,528,232,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,6/3/2013,4/28/2020 7:43,4/28/2020 7:52,0,0,0,0,0,0,6,0,0,0,0,0,0,36,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,6/3/2013,4/28/2020 7:29,4/28/2020 7:40,0,0,0,0,0,0,0,0,0,38,0,0,0,16,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,6/3/2013,4/28/2020 8:10,4/28/2020 8:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,6/3/2013,4/28/2020 7:32,4/28/2020 7:38,0,0,0,0,0,0,0,0,0,2,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,6/5/2013,4/28/2020 7:17,4/28/2020 7:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,6/5/2013,4/28/2020 8:18,4/28/2020 8:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,6/6/2013,4/28/2020 7:54,4/28/2020 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,6/14/2013,4/28/2020 7:58,4/28/2020 8:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,6/14/2013,4/28/2020 8:19,4/28/2020 8:43,0,0,0,0,0,0,16,0,0,45,0,4,0,346,140,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,6/16/2013,4/28/2020 7:54,4/28/2020 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,6/19/2013,4/28/2020 8:05,4/28/2020 8:19,0,0,0,0,0,0,0,0,0,23,0,0,0,13,0,2,0,0,0,0,12,0,0,1,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,6/19/2013,4/28/2020 7:07,4/28/2020 7:23,0,0,0,0,0,0,0,0,0,1,0,0,0,9,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,6/19/2013,4/28/2020 7:41,4/28/2020 7:56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,6/21/2013,4/28/2020 7:22,4/28/2020 7:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,mara.river,R2,4,Never,6/21/2013,4/28/2020 7:29,4/28/2020 7:41,0,0,0,0,0,0,0,0,0,2,0,0,0,22,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,6/22/2013,4/28/2020 7:18,4/28/2020 7:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,6/22/2013,4/28/2020 7:31,4/28/2020 7:47,0,0,0,0,0,0,0,0,0,4,0,0,0,211,15,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,6/23/2013,4/28/2020 7:52,4/28/2020 8:19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,6/24/2013,4/28/2020 7:42,4/28/2020 8:05,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,6/24/2013,4/28/2020 8:14,4/28/2020 8:32,0,0,0,0,0,0,10,4,0,0,0,0,0,33,27,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,7/3/2013,4/28/2020 8:36,4/28/2020 8:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,7/3/2013,4/28/2020 7:46,4/28/2020 8:00,0,0,0,0,0,0,0,0,0,1,0,2,0,412,12,2,0,47,28,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,7/3/2013,4/28/2020 7:27,4/28/2020 7:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,7/3/2013,4/28/2020 7:51,4/28/2020 8:07,0,0,0,0,0,0,2,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,7/5/2013,4/28/2020 7:15,4/28/2020 7:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
Narok,mara.river,R1,4,Never,7/5/2013,4/28/2020 7:47,4/28/2020 7:54,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,7/5/2013,4/28/2020 7:31,4/28/2020 7:44,0,0,0,0,0,0,0,0,0,56,0,0,0,15,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,7/5/2013,4/28/2020 8:31,4/28/2020 8:54,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,7/6/2013,4/28/2020 8:43,4/28/2020 9:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,7/7/2013,4/28/2020 8:20,4/28/2020 8:34,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,7/10/2013,4/28/2020 8:01,4/28/2020 8:30,0,0,0,4,0,0,0,0,0,6,0,0,0,18,3,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,7/16/2013,4/28/2020 7:21,4/28/2020 7:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,7/16/2013,4/28/2020 8:35,4/28/2020 8:50,0,0,0,0,0,0,0,0,0,14,0,0,0,48,9,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,7/17/2013,4/28/2020 8:41,4/28/2020 8:55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,7/18/2013,4/28/2020 8:36,4/28/2020 8:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R1,4,Never,7/18/2013,4/28/2020 8:32,4/28/2020 8:41,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,7/18/2013,4/28/2020 8:17,4/28/2020 8:29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,7/18/2013,4/28/2020 8:36,4/28/2020 8:56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,155,205,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,7/18/2013,4/28/2020 8:00,4/28/2020 8:28,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,796,7,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,7/21/2013,4/28/2020 8:10,4/28/2020 8:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1245,74,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,7/25/2013,4/28/2020 8:18,4/28/2020 8:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1421,111,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,7/25/2013,4/28/2020 7:49,4/28/2020 8:10,0,0,0,0,0,0,0,0,0,2,0,0,0,45,7,0,0,73,27,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,North,3,Never,8/1/2013,4/28/2020 7:51,4/28/2020 8:03,0,0,0,0,0,0,0,0,0,4,0,0,0,70,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,SST,5.4,NotBurned,8/2/2013,4/28/2020 7:33,4/28/2020 8:05,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,W3,4,Never,8/2/2013,4/28/2020 7:56,4/28/2020 8:10,0,0,0,0,0,0,0,0,0,13,0,0,0,47,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,happy.zebra,HZT,2,Never,8/3/2013,4/28/2020 7:25,4/28/2020 7:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S1,3.41,Never,8/5/2013,4/28/2020 7:47,4/28/2020 7:54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,8/5/2013,4/28/2020 8:00,4/28/2020 8:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,75,5,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WHIGH,4,Never,8/5/2013,4/28/2020 7:42,4/28/2020 8:09,0,0,0,0,0,0,6,1,0,0,0,0,0,6,0,0,0,2472,68,0,0,0,0,0,0,0,0,0,0,0,
Narok,talek.w,WLOW,4,Never,8/5/2013,4/28/2020 8:22,4/28/2020 8:41,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,347,9,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.n,RSP,3.22,Never,8/9/2013,4/28/2020 8:00,4/28/2020 8:33,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,3,0,4,17,0,0,0,0,0,0,1,0,0,0,0,We paused the transect 8:06-8:20 for a to ID a hyena and a target trial.
Narok,mara.river,R1,4,Never,8/12/2013,4/28/2020 8:25,4/28/2020 8:37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,584,95,0,0,0,0,0,0,0,0,0,0,0,
Narok,mara.river,R2,4,Never,8/12/2013,4/28/2020 7:45,4/28/2020 8:05,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,7,0,968,64,0,0,0,0,0,0,0,0,0,0,0,
Conservancy,serena.s,S2,1.47,Never,8/18/2013,4/28/2020 7:20,4/28/2020 7:26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
